Title,Character,Max Level,SA Level,Rarity,Type,Cost,ID,JP Release Date,Global Release Date,Special Skills,Leader Skill,Super Attack Name,Super Attack Effect,Passive Skill Name,Passive Skill,Links,Categories,HP,Attack,Defense,Details,References,Transforms Into,JP EZA Release Date,Global EZA Release Date,EZA Leader Skill,EZA Super Attack Name,EZA Super Attack Effect,EZA Passive Skill,EZA HP,EZA Attack,EZA Defense,Transformation Type,Transformation Condition,EZA Transformation Condition,EZA Ultra Super Attack Name,EZA Ultra Super Attack Effect,Ultra Super Attack Name,Ultra Super Attack Effect,EZA Active Skill Name,EZA Active Skill,EZA Activation Condition,Active Skill Name,Active Skill,Activation Condition,Unit Super Attack Name,Unit Super Attack Effect,EZA Unit Super Attack Name,EZA Unit Super Attack Effect
Overwhelming Fear,Cooler (Final Form),80/100,1/10,SSR to UR,Extreme INT,17/25,1248,17 Jul 2015,Prior to 30 Oct 2015,"[""Boost Type"", ""Raise ATK"", ""Raise DEF""]",TEQ & INT Type ATK +25%,Supernova,Causes extreme damage to enemy,Ultimate Transformation,ATK and DEF +1500 at start of turn,"[""Strongest Clan in Space Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Thirst for Conquest Lv 1: ATK +15%Lv 10: ATK & DEF +15%"", ""Prodigies Lv 1: ATK +10%Lv 10: ATK +15%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%""]","[""Movie Bosses"", ""Transformation Boost"", ""Wicked Bloodline"", ""Terrifying Conquerors"", ""Target: Goku"", ""Final Trump Card"", ""Space-Traveling Warriors"", ""Planetary Destruction""]","[""2405"", ""8722"", ""9922"", ""11722""]","[""1772"", ""6689"", ""7889"", ""9689""]","[""980"", ""3524"", ""4724"", ""6524""]","[""\u25ba 12 Ki Multiplier is 140%""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruthless Intellect,Thouser,60/80,1/10,SR to SSR,AGL to Extreme AGL,8/12,1249,17 Jul 2015,Prior to 30 Oct 2015,"[""Boost All"", ""Boost Type"", ""Raise Ki""]",All Types Ki +1,Thouser Blade,Causes huge damage to enemy,Loyal to Cooler,AGL and TEQ Ki +1,"[""Cooler's Armored Squad Lv 1: ATK +25%Lv 10: ATK & DEF +25%"", ""Cooler's Underling Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Loyalty Lv 1: Ki +1Lv 10: Ki +2 and reduces damage received by 5%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%""]","[""Terrifying Conquerors"", ""Target: Goku"", ""Special Pose"", ""Space-Traveling Warriors""]","[""1734"", ""6338""]","[""1005"", ""5056""]","[""1002"", ""3642""]","[""\u25ba 12 Ki Multiplier is 120%""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decimating Power,Doure,40/60,1/10,R to SR,TEQ to Extreme TEQ,6,1250,17 Jul 2015,Prior to 30 Oct 2015,"[""Boost All"", ""Boost Type"", ""Damage Reduction"", ""Raise Ki""]",Damage received reduced by 10%,Doure Grenade,Causes huge damage to enemy,Unrivalled Fighting Skills,TEQ and PHY Ki +1,"[""Cooler's Armored Squad Lv 1: ATK +25%Lv 10: ATK & DEF +25%"", ""Cooler's Underling Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Loyalty Lv 1: Ki +1Lv 10: Ki +2 and reduces damage received by 5%"", ""Infighter Lv 1: ATK +10% and all enemies' DEF -10%Lv 10: ATK +15% and all enemies' DEF -15%""]","[""Terrifying Conquerors"", ""Target: Goku"", ""Special Pose"", ""Space-Traveling Warriors""]","[""1020"", ""5690""]","[""954"", ""4266""]","[""430"", ""2107""]","[""\u25ba 12 Ki Multiplier is 130%""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astonishing Strategy,Naise,40/60,1/10,R to SR,PHY to Extreme PHY,6,1251,17 Jul 2015,Prior to 30 Oct 2015,"[""Boost All"", ""Boost Type"", ""Raise Ki"", ""Raise HP""]",HP +15%,Naise Bind Wave,Causes huge damage to enemy,Flexible Form,AGL and PHY Ki +1,"[""Cooler's Armored Squad Lv 1: ATK +25%Lv 10: ATK & DEF +25%"", ""Cooler's Underling Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Loyalty Lv 1: Ki +1Lv 10: Ki +2 and reduces damage received by 5%"", ""Solid Support Lv 1: ATK +10% and all enemies' DEF -15%Lv 10: ATK +15% and all enemies' DEF -20%""]","[""Terrifying Conquerors"", ""Target: Goku"", ""Special Pose"", ""Space-Traveling Warriors""]","[""1040"", ""5739""]","[""892"", ""4321""]","[""400"", ""2210""]","[""\u25ba 12 Ki Multiplier is 130%""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evil-Borne Monster,Android #13,60/80,1/10,SR to SSR,TEQ to Extreme TEQ,8/12,1252,17 Jul 2015,Prior to 30 Oct 2015,"[""Boost Type"", ""Raise ATK"", ""Raise DEF""]","TEQ, STR, PHY Type ATK & DEF +15%",S.S. Deadly Bomber,Causes huge damage to enemy,Abhorrent Android,ATK +40% when Ki is 8 or more,"[""RR Army Lv 1: ATK +10%Lv 10: ATK & DEF +10%"", ""Android Assault Lv 1: DEF +10%Lv 10: Ki +2 and DEF +20%"", ""Tough as Nails Lv 1: DEF +15%Lv 10: DEF +20% and reduces damage received by 5%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%""]","[""Movie Bosses"", ""Androids"", ""Artificial Life Forms"", ""Target: Goku""]","[""1826"", ""7108""]","[""1218"", ""6052""]","[""828"", ""3168""]","[""\u25ba 12 Ki Multiplier is 140%"", ""\u25ba All Medals Quick View"", ""\u25ba Can be farmed to raise Super Attack of other Android #13 cards""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deadliest Fusion Power,Fusion Android #13,80/100,1/10,SSR to UR,Extreme TEQ,17/25,1253,17 Jul 2015,Prior to 30 Oct 2015,"[""Boost Type"", ""Raise ATK"", ""Raise DEF""]","TEQ, STR, PHY Type ATK & DEF +20%",Full Power S.S. Deadly Bomber,Causes extreme damage to enemy,Parts Absorption,ATK +50% when Ki is 8 or more,"[""RR Army Lv 1: ATK +10%Lv 10: ATK & DEF +10%"", ""Android Assault Lv 1: DEF +10%Lv 10: Ki +2 and DEF +20%"", ""Tough as Nails Lv 1: DEF +15%Lv 10: DEF +20% and reduces damage received by 5%"", ""Metamorphosis Lv 1: Recovers 5% HPLv 10: Recovers 5% HP and ATK & DEF +10%"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2""]","[""Movie Bosses"", ""Androids"", ""Artificial Life Forms"", ""Target: Goku"", ""Power Absorption"", ""Fused Fighters""]","[""4800"", ""8083"", ""9283"", ""10843""]","[""3129"", ""7020"", ""8220"", ""10260""]","[""1320"", ""3558"", ""4758"", ""6558""]","[""\u25ba 12 Ki Multiplier is 140%"", ""\u25ba Can be farmed to raise Super Attack of other Fusion Android #13 cards""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Taciturn Martial WarriorAndroid #14,,,R,STR,,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Masterfully Detailed AnalysisAndroid #15,,,R,PHY,,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Strength Tremor,Full Power Boujack,80/100,1/10,SSR to UR,Extreme STR,17/25,1256,19 Jun 2015,Prior to 30 Oct 2015,"[""Boost Type"", ""Lower DEF"", ""Raise ATK""]",STR Type ATK +50%,Galactic Buster,Causes extreme damage to enemy and lowers DEF[1],Brutal Blow,ATK +75% when performing a Super Attack,"[""The Hera Clan Lv 1: Ki +2Lv 10: Ki +2 and ATK & chance of performing a critical hit +5%"", ""Galactic Warriors Lv 1: ATK +20%Lv 10: Ki +2 and ATK & DEF +20%"", ""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""Thirst for Conquest Lv 1: ATK +15%Lv 10: ATK & DEF +15%"", ""Coward Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""The Wall Standing Tall Lv 1: Disables enemy's True Power; ATK +15%Lv 10: Disables enemy's True Power; ATK +20%""]","[""Resurrected Warriors"", ""Movie Bosses"", ""Full Power"", ""Time Travelers"", ""Terrifying Conquerors"", ""Inhuman Deeds"", ""Space-Traveling Warriors"", ""Storied Figures"", ""Legendary Existence""]","[""4172"", ""7250"", ""8450"", ""10250""]","[""4256"", ""7813"", ""9013"", ""11053""]","[""3025"", ""3956"", ""5156"", ""6716""]","[""\u25ba 12 Ki Multiplier is 133%""]","[""\u2191 Lowers enemy's DEF by 20% for 3 turns\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Talented Son,Super Saiyan Trunks (Kid),60/80,1/10,SR to SSR,STR to Super STR,8/12,1257,31 May 2015,Prior to 30 Oct 2015,"[""Boost Type"", ""Raise Ki"", ""Raise ATK""]",STR Type ATK +30%,Victory Cannon,Causes huge damage to enemy,Developing Talent,Ki +2 when HP is 50% or above,"[""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Royal Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK +5%"", ""Z Fighters Lv 1: ATK +15%Lv 10: ATK +20%"", ""Budding Warrior Lv 1: ATK +10%Lv 10: ATK +15%""]","[""Hybrid Saiyans"", ""Majin Buu Saga"", ""Vegeta's Family"", ""Youth"", ""Super Saiyans"", ""Gifted Warriors"", ""Heavenly Events"", ""Bond of Friendship"", ""Entrusted Will"", ""Bond of Parent and Child""]","[""1563"", ""6245""]","[""1152"", ""5882""]","[""871"", ""3433""]","[""\u25ba 12 Ki Multiplier is 120%"", ""\u25ba  can be farmed to raise Super Attack""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promising Son,Super Saiyan Goten (Kid),60/80,1/10,SR to SSR,AGL to Super AGL,8/12,1258,31 May 2015,Prior to 30 Oct 2015,"[""Boost All"", ""Raise Ki"", ""Raise ATK""]",ATK +15% for all Types,Super Kamehameha,Causes huge damage to enemy,Latent Ability,High chance of Ki +3,"[""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Z Fighters Lv 1: ATK +15%Lv 10: ATK +20%"", ""Budding Warrior Lv 1: ATK +10%Lv 10: ATK +15%""]","[""Hybrid Saiyans"", ""Majin Buu Saga"", ""Goku's Family"", ""Youth"", ""Siblings' Bond"", ""Super Saiyans"", ""Kamehameha"", ""Gifted Warriors"", ""Heavenly Events"", ""Bond of Friendship"", ""Entrusted Will"", ""Bond of Parent and Child""]","[""1364"", ""5694""]","[""1134"", ""5966""]","[""900"", ""3715""]","[""\u25ba 12 Ki Multiplier is 115%"", ""\u25ba  can be farmed to raise Super Attack""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crimson Rush,Shisami,40/60,1/10,R to SR,STR to Extreme STR,6,1259,18 Apr 2015,Prior to 30 Oct 2015,"[""Boost Type"", ""Lower DEF"", ""Raise ATK"", ""Raise DEF""]",STR Type ATK +20%,Power Tackle,Causes huge damage to enemy and lowers DEF[1],Primed for Battle,ATK & DEF +15% at start of turn,"[""Frieza's Minion Lv 1: ATK +20%Lv 10: ATK +20% and DEF +10%"", ""New Frieza Army Lv 1: ATK & DEF +20%Lv 10: ATK & DEF +25%"", ""Loyalty Lv 1: Ki +1Lv 10: Ki +2 and reduces damage received by 5%"", ""Resurrection 'F' Lv 1: ATK +10%Lv 10: Ki +1 and ATK & DEF +10%""]","[""Terrifying Conquerors"", ""Space-Traveling Warriors""]","[""1019"", ""5603""]","[""842"", ""3897""]","[""516"", ""2631""]","[""\u25ba 12 Ki Multiplier is 120%""]","[""\u2191 Lowers enemy's DEF by 20% for 3 turns\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Strength of Trust,Tien,60/80,1/10,SR to SSR,INT to Super INT,8/12,1260,24 Apr 2015,Prior to 30 Oct 2015,"[""Boost Type"", ""Raise Ki"", ""Raise ATK""]",TEQ and INT Type ATK +25%,Tri-Beam,Causes extreme damage to enemy,Focused Wrath,Ki +2 when HP is 50% or above,"[""Z Fighters Lv 1: ATK +15%Lv 10: ATK +20%"", ""Telepathy Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Crane School Lv 1: ATK +15%Lv 10: ATK +20%"", ""Courage Lv 1: Ki +1Lv 10: Ki +2 and ATK +10%"", ""Resurrection 'F' Lv 1: ATK +10%Lv 10: Ki +1 and ATK & DEF +10%""]","[""Movie Heroes"", ""Worthy Rivals"", ""Earthlings"", ""Bond of Friendship""]","[""1509"", ""6150""]","[""1113"", ""5791""]","[""880"", ""3537""]","[""\u25ba 12 Ki Multiplier is 123%"", ""\u25ba  can be farmed to raise Super Attack""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seasoned Warrior,Piccolo,40/60,1/10,R to SR,STR to Super STR,6,1261,24 Apr 2015,Prior to 30 Oct 2015,"[""Boost All"", ""Lower DEF"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]",HP +15%,Special Beam Cannon,Causes huge damage to enemy and lowers DEF[1],Pro Fighter,ATK and DEF +1000 when HP is 50% or above,"[""Prodigies Lv 1: ATK +10%Lv 10: ATK +15%"", ""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""Namekians Lv 1: Recovers 5% HPLv 10: Recovers 7% HP and ATK & DEF +7%"", ""Unbreakable Bond Lv 1: Ki +2Lv 10: Ki +2 and DEF +20%"", ""Resurrection 'F' Lv 1: ATK +10%Lv 10: Ki +1 and ATK & DEF +10%""]","[""Namekians"", ""Worthy Rivals"", ""Bond of Master and Disciple"", ""Battle of Wits"", ""Gifted Warriors"", ""Fused Fighters""]","[""1257"", ""6730""]","[""852"", ""3831""]","[""481"", ""2323""]","[""\u25ba 12 Ki Multiplier is 120%"", ""\u25ba  can be farmed to raise Super Attack\u25ba  can be purchased with Treasure Items and can be used to raise Super Attack""]","[""\u2191 Lowers enemy's DEF by 20% for 3 turns\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing Combat Sense,Super Saiyan Trunks (Kid),80/100,1/10,SSR to UR,PHY to Super PHY,19/27,1262,1 May 2016,20 Sep 2016,"[""Boost Type"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]",PHY Type HP & DEF +60%,Final Cannon,Causes supreme damage to enemy,Kid Rebel,ATK +70% when performing a Super Attack,"[""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Royal Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK +5%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Budding Warrior Lv 1: ATK +10%Lv 10: ATK +15%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Hybrid Saiyans"", ""Majin Buu Saga"", ""Movie Heroes"", ""Vegeta's Family"", ""Youth"", ""Super Saiyans"", ""Gifted Warriors"", ""Bond of Friendship"", ""Bond of Parent and Child""]","[""2315"", ""9185"", ""11185"", ""14585""]","[""1838"", ""7287"", ""9287"", ""12287""]","[""1168"", ""4584"", ""6584"", ""9184""]","[""\u25ba 12 Ki Multiplier is 130%"", ""\u25ba  can be farmed to raise Super Attack""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Worth 1,000,000 Zeni",Hercule Statue (Gold),1/80,N/A,SSR,PHY,99,1263,,,,A character for selling,None,0,None,None,"[""None""]",,"[""300""]","[""300""]","[""300""]","[""\u25ba This card is not playable. It just serves to be sold for  1,000,000""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hercule Statue (Silver),"Worth 500,000 Zeni",1/40,N/A,SR,PHY,99,1264,30 Oct 2015,Prior to 30 Oct 2015,,A character for selling,None,0,None,None,"[""None""]",,"[""200""]","[""200""]","[""200""]","[""\u25ba This card is not playable. It just serves to be sold for  500,000""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Worth 250,000 Zeni",Hercule Statue (Bronze),1/20,N/A,R,PHY,99,1265,30 Oct 2015,Prior to 30 Oct 2015,,A character for selling,None,0,None,None,"[""None""]",,"[""150""]","[""150""]","[""150""]","[""\u25ba This card is not playable. It just serves to be sold for  250,000""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnage Awakens,Beerus,60/80,1/10,SR to SSR,TEQ to Super TEQ,8/12,1266,15 May 2015,Prior to 30 Oct 2015,"[""Boost Type"", ""Lower DEF"", ""Raise ATK""]",TEQ Type ATK + 40%,Destruction God's Fury,Causes extreme damage to enemy and lowers DEF[1],Dignity in Destruction,ATK +25% at start of turn,"[""Godly Power Lv 1: ATK +15%Lv 10: ATK +15% and chance of performing a critical hit +5%"", ""Prodigies Lv 1: ATK +10%Lv 10: ATK +15%"", ""Connoisseur Lv 1: Recovers 5% HPLv 10: Recovers 7% HP and DEF +7%"", ""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%""]","[""Realm of Gods"", ""Movie Bosses"", ""Worthy Rivals"", ""Bond of Master and Disciple"", ""Exploding Rage"", ""Space-Traveling Warriors"", ""Planetary Destruction"", ""Legendary Existence"", ""Battle of Fate""]","[""1574"", ""6342""]","[""1271"", ""6406""]","[""785"", ""3103""]","[""\u25ba 12 Ki Multiplier is 130%""]","[""\u2191 Lowers enemy's DEF by 20% for 3 turns\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mysterious Mentor,Whis,80/100,1/10,SSR to UR,INT to Super INT,17/25,1267,15 May 2015,Prior to 30 Oct 2015,"[""Boost All"", ""Boost Type"", ""Lower ATK"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","AGL, INT, PHY Type HP & ATK + 20%",Prelude to Destruction,Causes supreme damage to enemy and lowers ATK[1],Martial Arts Primer,All allies' ATK & DEF +12%,"[""Godly Power Lv 1: ATK +15%Lv 10: ATK +15% and chance of performing a critical hit +5%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Connoisseur Lv 1: Recovers 5% HPLv 10: Recovers 7% HP and DEF +7%"", ""Gentleman Lv 1: Ki +2Lv 10: Ki +2 and DEF +10%""]","[""Realm of Gods"", ""Siblings' Bond"", ""Bond of Master and Disciple"", ""Space-Traveling Warriors""]","[""2166"", ""8186"", ""10186"", ""13186""]","[""1890"", ""7294"", ""9294"", ""12294""]","[""950"", ""4846"", ""6846"", ""9846""]","[""\u25ba 12 Ki Multiplier is 133%"", ""\u25ba  can be farmed to raise Super Attack""]","[""\u2191 Lowers enemy's ATK by 20% for 3 turns\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Plan,Gohan (Youth),40/60,1/10,R to SR,PHY to Super PHY,6,1268,19 Jun 2015,Prior to 30 Oct 2015,"[""Boost Type"", ""Raise ATK""]",AGL and PHY Type ATK +15%,Kamehameha,Causes huge damage to enemy,Will to Succeed,ATK +20% at start of turn,"[""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""All in the Family Lv 1: DEF +15%Lv 10: DEF +20%"", ""Z Fighters Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Hybrid Saiyans"", ""Movie Heroes"", ""Goku's Family"", ""Youth"", ""Bond of Master and Disciple"", ""Bond of Parent and Child""]","[""951"", ""4627""]","[""847"", ""3619""]","[""539"", ""2499""]","[""\u25ba 12 Ki Multiplier is 150%"", ""\u25ba This character is no longer obtainable. The Dokkan Awakened card drops in Galactic Crisis! Super Guy In The Galaxy"", ""\u25ba  can be farmed to raise Super Attack""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resolute Valor,Super Saiyan Gohan (Youth),60/80,1/10,SR to SSR,Super PHY,8/12,1269,19 Jun 2015,Prior to 30 Oct 2015,"[""Boost Type"", ""Lower DEF"", ""Raise ATK""]",AGL and PHY Type ATK +25%,Soaring Dragon Fist,Causes huge damage to enemy and lowers DEF[1],Lightning Strike,ATK +30% at start of turn,"[""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""All in the Family Lv 1: DEF +15%Lv 10: DEF +20%"", ""Z Fighters Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Hybrid Saiyans"", ""Movie Heroes"", ""Goku's Family"", ""Youth"", ""Bond of Master and Disciple"", ""Bond of Parent and Child""]","[""1604"", ""6024""]","[""1204"", ""5883""]","[""854"", ""3174""]","[""\u25ba 12 Ki Multiplier is 150%"", ""\u25ba Can be farmed to raise Super Attack of other Super Saiyan Gohan (Youth) cards""]","[""\u2191 Lowers enemy's DEF by 20% for 3 turns\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Entrusted Mission,Super Saiyan 2 Gohan (Youth),80/100,1/10,SSR to UR,AGL to Super AGL,17/25,1270,19 Jun 2015,Prior to 30 Oct 2015,"[""Raise Ki"", ""Raise HP"", ""Raise ATK""]",AGL and STR Type HP & ATK +30%,Super Kamehameha,Causes supreme damage to enemy,Strength to Defend the Earth,AGL and STR Ki +2,"[""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack""]","[""Hybrid Saiyans"", ""Full Power"", ""Movie Heroes"", ""Goku's Family"", ""Youth"", ""Kamehameha"", ""Bond of Master and Disciple"", ""Super Saiyan 2"", ""Exploding Rage"", ""All-Out Struggle"", ""Powerful Comeback"", ""Entrusted Will"", ""Power Beyond Super Saiyan"", ""Bond of Parent and Child""]","[""2055"", ""7502"", ""9502"", ""12102""]","[""1901"", ""7191"", ""9191"", ""12191""]","[""1072"", ""3889"", ""5889"", ""9289""]","[""\u25ba 12 Ki Multiplier is 120%"", ""\u25ba  can be farmed to raise Super Attack\u25ba  can be purchased with Treasure Items and can be used to raise Super Attack""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transcended Power Level,Goku,60/80,1/10,SR to SSR,PHY to Super PHY,7/12,1271,22 Jun 2015,18 Apr 2016,"[""Boost Type"", ""Raise Ki"", ""Stun""]",PHY Type Ki +2,Ki Blast Cannon,Causes damage and may stun the enemy[1],Force of Will,Ki +2 when HP is 50% or above,"[""All in the Family Lv 1: DEF +15%Lv 10: DEF +20%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Z Fighters Lv 1: ATK +15%Lv 10: ATK +20%"", ""High Compatibility Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +10%""]","[""Planet Namek Saga"", ""Pure Saiyans"", ""Goku's Family"", ""Saviors"", ""Turtle School"", ""Bond of Friendship"", ""Accelerated Battle"", ""Bond of Parent and Child""]","[""1799"", ""6920""]","[""1023"", ""4983""]","[""1015"", ""2648""]","[""\u25ba 12 Ki Multiplier is 130%"", ""\u25ba  can be farmed to raise Super Attack""]","[""\u2191 20% chance to stun the enemy for 2 turns\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggregate of Evil,Janemba,60/80,1/10,SR to SSR,AGL to Extreme AGL,9/13,1279,28 Apr 2017,23 Nov 2017,"[""Boost Type"", ""Change Ki Spheres"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","AGL and PHY Type Ki +1 and HP, ATK & DEF +20%",Rapid Cannon,Causes huge damage to enemy,Evil Contamination,Changes PHY Ki Spheres to AGL Ki Spheres,"[""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""More Than Meets the Eye Lv 1: ATK +10%Lv 10: ATK & DEF +10%"", ""Metamorphosis Lv 1: Recovers 5% HPLv 10: Recovers 5% HP and ATK & DEF +10%"", ""Master of Magic Lv 1: ATK +15%Lv 10: ATK +15% and all enemies' DEF -10%"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%""]","[""Movie Bosses"", ""Transformation Boost"", ""Corroded Body and Mind""]","[""1769"", ""6630""]","[""1361"", ""6472""]","[""1033"", ""3845""]","[""\u25ba 12 Ki Multiplier is 125%""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wickedness Personified,Super Janemba,80/100,1/10,SSR to UR,INT to Extreme INT,20/28,1280,4 Feb 2016,8 Jul 2016,"[""Boost Type"", ""Guard"", ""Lower DEF"", ""Raise ATK"", ""Raise DEF""]",INT Type ATK +60%,Rakshasa's Claw,Supreme damage to enemy and lowers DEF[1],Instant Teleportation,"ATK & DEF +3000, guard activated against all attacks","[""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Metamorphosis Lv 1: Recovers 5% HPLv 10: Recovers 5% HP and ATK & DEF +10%"", ""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2""]","[""Movie Bosses"", ""Transformation Boost"", ""Corroded Body and Mind"", ""Accelerated Battle""]","[""1748"", ""6935"", ""9735"", ""13935""]","[""2151"", ""8580"", ""11380"", ""15580""]","[""949"", ""3717"", ""6517"", ""10717""]","[""\u25ba 12 Ki Multiplier is 140%""]","[""\u2191 Lowers enemy's DEF by 30% for 3 turns\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
